1	0	1111	1	3	1	0	0	0	0	0
1	10	1111	1	3	1	0	0	0	0	0
1	20	1111	1	3	1	0	0	0	0	0
1	30	1111	1	3	1	0	0	0	0	0
1	40	2222	2	3	0	0	0	0	0	2
1	50	1234	8	3	0	0	0	1	0	8
1	60	4	8	3	0	0	0	1	0	8
1	70	BBCC	9	3	0	0	0	1	0	9
1	80	8	9	3	0	0	1	1	0	9
1	90	1357	2	3	0	2340	0	1	0	2
1	100	000A	A	3	0	2340	1	1	0	A
1	110	3	A	1	0	00BB	0	1	0	A
1	120	AAAA	0	2	0	00BB	0	1	0	0
1	130	BBBB	0	2	0	00BB	0	1	0	0
1	140	CCCC	0	2	1	00BB	1	1	0	0
1	150	2	3	3	0	00BB	0	1	0	3
1	160	0BOB	3	3	0	00BB	0	1	0	3
1	170	3	3	3	0	00BB	0	1	0	3
1	180	A2B2	3	3	0	00BB	0	1	0	3
1	190	4	3	3	0	100	0	1	0	3
1	200	B3C4	3	3	0	100	0	1	0	3
1	210	5	3	3	0	100	0	1	0	3
1	220	203	3	3	0	100	0	1	0	3
1	230	6	3	3	0	100	0	1	0	3
1	240	D6E7	3	3	0	100	0	1	0	3
1	250	7	3	3	0	100	0	1	0	3
1	260	000B	3	3	0	100	0	1	0	3
1	270	2	C	3	0	100	0	1	0	C
1	280	8	C	3	0	100	0	1	0	C
1	290	3	D	3	0	100	0	1	0	D
1	300	12	D	3	0	100	0	1	0	D
1	310	4	E	3	0	100	0	1	0	E
1	320	1010	E	3	0	100	0	1	0	E
1	330	5	4	3	0	100	0	1	0	4
1	340	EFFE	4	3	0	100	0	1	0	4
1	350	6	4	3	0	100	0	1	0	4
1	360	CDAB	4	3	0	100	0	1	0	4
1	370	B8C9	4	3	0	100	0	1	0	4
1	380	C0D1	4	3	0	100	0	1	0	4
1	390	5	B	3	0	100	1	1	0	B
1	400	7	F	3	0	100	0	1	0	F
1	410	3	B	3	0	100	1	1	0	B
1	420	2	0	3	0	100	1	1	0	0
1	430	FFFF	2	1	0	100	0	1	0	2
1	440	FFAA	0	1	0	100	0	1	0	0
1	450	FFAA	0	1	0	100	0	1	0	0
1	460	FFAA	0	1	0	EFFE	1	1	0	0
1	470	FFAA	0	1	0	EFFE	0	1	0	0
1	480	FFAA	0	1	0	00C0	1	1	0	0
